39762,,,,SSS000002DSFim,2016-04-04 17:33:57.887000000,2016-02-12 04:00:35,,,387859,4052,REG,646832,,
39768,,,,SSS000002GeTxw,2016-04-04 17:33:57.887000000,2016-03-25 03:00:27,,,389072,4052,REG,650072,,
39779,,,,SSS000002G0kPY,2016-04-04 17:33:57.887000000,2016-03-23 03:00:36,,,389053,4052,REG,650048,,
39780,,,,SSS000002G0kGg,2016-04-04 17:33:57.887000000,2016-03-23 03:00:36,,,389054,4052,REG,650053,,
39807,,,,SSS000002BG7pL,2016-04-04 17:33:57.887000000,2016-02-20 04:01:44,,,385437,4052,REG,641783,,
39808,,,,SSS000002CKR6D,2016-04-04 17:33:57.887000000,2016-03-16 03:00:48,,,387976,4052,REG,641549,,
39879,,,,SSS000002FalVH,2016-04-04 17:33:57.887000000,2016-03-18 03:00:19,,,389270,4052,REG,650472,,
39881,,,,SSS000002FAvGx,2016-04-04 17:33:57.887000000,2016-03-10 04:00:38,,,388488,4052,REG,649754,,
39889,,,,SSS000002F4h9K,2016-04-04 17:33:57.887000000,2016-03-09 04:00:22,,,388455,4052,REG,649447,,
39896,,,,SSS000002G0ZIo,2016-04-04 17:33:57.887000000,2016-03-23 03:00:36,,,389015,4052,REG,649346,,
39897,,,,SSS000002EqFGD,2016-04-04 17:33:57.887000000,2016-03-04 04:00:41,,,388367,4052,REG,649350,,
39901,,,,SSS000002EqF1F,2016-04-04 17:33:57.887000000,2016-03-04 04:00:41,,,388368,4052,REG,649348,,
39909,,,,SSS000002H5xUt,2016-04-04 17:33:57.887000000,2016-04-01 03:00:36,,,389193,4052,REG,650724,,
39915,,,,SSS000002Dmr7P,2016-04-04 17:33:57.887000000,2016-02-24 04:00:33,,,387997,4052,REG,646373,,
39928,,,,SSS000002BoS9Z,2016-04-04 17:33:57.887000000,2016-02-20 04:01:45,,,386076,4052,REG,636708,,
39929,,,,SSS000002Ay3oP,2016-04-04 17:33:57.887000000,2016-03-16 03:00:47,,,385414,4052,REG,634444,,
39960,,,,SSS000002ERlKE,2016-04-04 17:33:57.887000000,2016-03-01 04:00:35,,,388183,4052,REG,648146,,
39975,,,,SSS000002G36Nx,2016-04-04 17:33:57.887000000,2016-03-23 03:00:36,,,389027,4052,REG,650716,,
39983,,,,SSS000002BNxxe,2016-04-04 17:33:57.887000000,2016-03-16 03:00:47,,,385475,4052,REG,636230,,
39984,,,,SSS000002BmKkG,2016-04-04 17:33:57.887000000,2016-02-20 04:01:45,,,385806,4052,REG,635996,,
40037,,,,SSS000002H08P8,2016-04-04 17:33:57.887000000,2016-03-30 03:00:23,,,389154,4052,REG,650110,,
40038,,,,SSS000002HKLjn,2016-04-04 17:33:57.887000000,2016-04-04 17:39:43,,,389296,4052,REG,651246,,
